,Tag,Date,Parameter Code,Values,Parameter Description,Units of Measurement,Media,Method,Type,Lat,Long
17548,RR21266,10/14/04,82079,6.8,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,Water,33.90492,-96.665033
17149,RR21264,10/14/04,671,0.05,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FLDFILT<15MIN",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
17327,RR21267,10/14/04,31699,3,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,Water,33.90492,-96.665033
17326,RR21266,10/14/04,31699,5,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,Water,33.90492,-96.665033
2688,RR21267,10/14/04,300,9.7,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2687,RR21266,10/14/04,300,9.4,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2686,RR21265,10/14/04,300,7.9,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2685,RR21264,10/14/04,300,8.1,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
17546,RR21264,10/14/04,82079,4,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,Water,33.90492,-96.665033
4786,RR21266,10/14/04,400,8.5,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
17549,RR21267,10/14/04,82079,4.4,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,Water,33.90492,-96.665033
11192,RR21266,10/14/04,32211,29.2,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
17152,RR21267,10/14/04,671,0.04,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FLDFILT<15MIN",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
11190,RR21264,10/14/04,32211,13.8,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
17325,RR21265,10/14/04,31699,1,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,Water,33.90492,-96.665033
17324,RR21264,10/14/04,31699,3,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,Water,33.90492,-96.665033
5743,RR21266,10/14/04,410,102,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9513,RR21264,10/14/04,535,5,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
5744,RR21267,10/14/04,410,110,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9514,RR21265,10/14/04,535,6,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9515,RR21266,10/14/04,535,5,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9516,RR21267,10/14/04,535,5,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
17150,RR21265,10/14/04,671,0.05,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FLDFILT<15MIN",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
11193,RR21267,10/14/04,32211,19.8,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
10724,RR21264,10/14/04,665,0.06,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
17151,RR21266,10/14/04,671,0.04,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FLDFILT<15MIN",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
5741,RR21264,10/14/04,410,110,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
5742,RR21265,10/14/04,410,108,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
10725,RR21265,10/14/04,665,0.0966667,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
10727,RR21267,10/14/04,665,0.0666667,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
10726,RR21266,10/14/04,665,0.0933333,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16356,P030455,10/21/04,81644,0.005,"METHOXYCHLOR IN FISH TISSUE, (UG/G) WET WEIGHT",UG/G,Biological,N/A Calculation,Water,33.90492,-96.665033
16288,P030455,10/21/04,34685,0.005,ENDRIN WET WTTISMG/KG,MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18625,P030456,10/21/04,20282,0.005,"PCB CONGENER #209, TISSUE,  WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18624,P030455,10/21/04,20282,0.005,"PCB CONGENER #209, TISSUE,  WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18623,P030456,10/21/04,20281,0.005,"PCB CONGENER #206, TISSUE,  WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18654,P030455,10/21/04,39785,0.005,"GAMMA BHC (LINDANE) IN TISSUE, WET WT (MG/KG)",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18653,P030456,10/21/04,39329,0.005,"O,P' DDE IN TISSUE, WET WT (MG/KG)",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18652,P030455,10/21/04,39329,0.005,"O,P' DDE IN TISSUE, WET WT (MG/KG)",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18651,P030456,10/21/04,39325,0.005,"O,P' DDD IN TISSUE, WET WT (MG/KG)",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18650,P030455,10/21/04,39325,0.005,"O,P' DDD IN TISSUE, WET WT (MG/KG)",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18649,P030456,10/21/04,39322,0.005,"P,P' DDE IN TISSUE, WET WEIGHT (MG/KG)",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18592,P030455,10/21/04,20266,0.005,"PCB CONGENER #44, TISSUE, WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16328,P030455,10/21/04,71937,0.23,"COPPER,TOTAL IN FISH OR ANIMALS-WET WEIGHT BASIS",UG/G,Biological,N/A Calculation,Water,33.90492,-96.665033
18647,P030456,10/21/04,39312,0.005,"P,P' DDD IN TISSUE, WET WEIGHT (MG/KG)",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18646,P030455,10/21/04,39312,0.005,"P,P' DDD IN TISSUE, WET WEIGHT (MG/KG)",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18645,P030456,10/21/04,39307,0.005,"O,P' DDT IN TISSUE, WET WEIGHT (MG/KG)",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16283,P030456,10/21/04,34680,0.005,ALDRIN IN FISH TISSUE WET WEIGHT MG/KG,MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16282,P030455,10/21/04,34680,0.005,ALDRIN IN FISH TISSUE WET WEIGHT MG/KG,MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16278,P030455,10/21/04,1149,0.48,"SELENIUM, TOTAL IN FISH OR ANIMALS WET WT MG/KG",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18588,P030455,10/21/04,20264,0.005,"PCB CONGENER #18, TISSUE, WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18587,P030456,10/21/04,20263,0.005,"PCB CONGENER #8, TISSUE, WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18586,P030455,10/21/04,20263,0.005,"PCB CONGENER #8, TISSUE, WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18585,P030456,10/21/04,1069,0.2,"NICKEL, TOTAL IN FISH OR ANIMALS-WET WT. MG/KG",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16357,P030456,10/21/04,81644,0.005,"METHOXYCHLOR IN FISH TISSUE, (UG/G) WET WEIGHT",UG/G,Biological,N/A Calculation,Water,33.90492,-96.665033
18643,P030456,10/21/04,39302,0.005,"P,P' DDT IN TISSUE, WET WEIGHT (MG/KG)",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18648,P030455,10/21/04,39322,0.005,"P,P' DDE IN TISSUE, WET WEIGHT (MG/KG)",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16289,P030456,10/21/04,34685,0.005,ENDRIN WET WTTISMG/KG,MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16292,P030455,10/21/04,34686,0.005,HEPTACHLOR EPOXIDE WET WTTISMG/KG,MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16325,P030456,10/21/04,71936,0.05,"LEAD,TOTAL IN FISH OR ANIMALS-WET WEIGHT BASIS",UG/G,Biological,N/A Calculation,Water,33.90492,-96.665033
18591,P030456,10/21/04,20265,0.005,"PCB CONGENER #28, TISSUE, WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18590,P030455,10/21/04,20265,0.005,"PCB CONGENER #28, TISSUE, WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18589,P030456,10/21/04,20264,0.005,"PCB CONGENER #18, TISSUE, WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16313,P030456,10/21/04,39406,0.005,DIELDRIN IN AQ ORGANISMS WT WT BASIS (MG/KG),MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16316,P030455,10/21/04,39515,0.1,PCBS IN FISH TISSUE WET WT (MG/KG),MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18663,P030456,10/21/04,81645,0.005,MIREX IN FISH TISSUE WET WEIGHT (UG/G),UG/G,Biological,N/A Calculation,Water,33.90492,-96.665033
18662,P030455,10/21/04,81645,0.005,MIREX IN FISH TISSUE WET WEIGHT (UG/G),UG/G,Biological,N/A Calculation,Water,33.90492,-96.665033
18661,P030456,10/21/04,72201,1318,"SPECIES WEIGHT, MAXIMUM, GRAMS",G,Other,N/A Calculation,Water,33.90492,-96.665033
18660,P030455,10/21/04,72201,1172,"SPECIES WEIGHT, MAXIMUM, GRAMS",G,Other,N/A Calculation,Water,33.90492,-96.665033
18659,P030456,10/21/04,72200,1204,"SPECIES WEIGHT, MINIMUM, GRAMS",G,Other,N/A Calculation,Water,33.90492,-96.665033
16317,P030456,10/21/04,39515,0.1,PCBS IN FISH TISSUE WET WT (MG/KG),MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16320,P030455,10/21/04,71930,0.17,"MERCURY,TOTAL IN FISH OR ANIMAL-WET WEIGHT BASIS",UG/G,Biological,N/A Calculation,Water,33.90492,-96.665033
18583,P030456,10/21/04,281,505,MAXIMUM SAMPLE LENGTH IN A COMPOSITE IN MM,MM,Other,N/A Calculation,Water,33.90492,-96.665033
18582,P030455,10/21/04,281,411,MAXIMUM SAMPLE LENGTH IN A COMPOSITE IN MM,MM,Other,N/A Calculation,Water,33.90492,-96.665033
18642,P030455,10/21/04,39302,0.005,"P,P' DDT IN TISSUE, WET WEIGHT (MG/KG)",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18581,P030456,10/21/04,280,460,MINIMUM SAMPLE LENGTH IN A COMPOSITE IN MM,MM,Other,N/A Calculation,Water,33.90492,-96.665033
16312,P030455,10/21/04,39406,0.005,DIELDRIN IN AQ ORGANISMS WT WT BASIS (MG/KG),MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16305,P030456,10/21/04,34691,0.1,TOXAPHENE WET WTTISMG/KG,MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16304,P030455,10/21/04,34691,0.1,TOXAPHENE WET WTTISMG/KG,MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16301,P030456,10/21/04,34688,0.005,HEXACHLOROBENZENE WET WTTISMG/KG,MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16300,P030455,10/21/04,34688,0.005,HEXACHLOROBENZENE WET WTTISMG/KG,MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18658,P030455,10/21/04,72200,790,"SPECIES WEIGHT, MINIMUM, GRAMS",G,Other,N/A Calculation,Water,33.90492,-96.665033
18657,P030456,10/21/04,71938,9.9,"ZINC,TOTAL IN FISH OR ANIMALS-WET WEIGHT BASIS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18656,P030455,10/21/04,71938,5.3,"ZINC,TOTAL IN FISH OR ANIMALS-WET WEIGHT BASIS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18655,P030456,10/21/04,39785,0.005,"GAMMA BHC (LINDANE) IN TISSUE, WET WT (MG/KG)",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16297,P030456,10/21/04,34687,0.005,HEPTACHLOR  WET WTTISMG/KG,MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16296,P030455,10/21/04,34687,0.005,HEPTACHLOR  WET WTTISMG/KG,MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16293,P030456,10/21/04,34686,0.005,HEPTACHLOR EPOXIDE WET WTTISMG/KG,MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16321,P030456,10/21/04,71930,0.11,"MERCURY,TOTAL IN FISH OR ANIMAL-WET WEIGHT BASIS",UG/G,Biological,N/A Calculation,Water,33.90492,-96.665033
16324,P030455,10/21/04,71936,0.05,"LEAD,TOTAL IN FISH OR ANIMALS-WET WEIGHT BASIS",UG/G,Biological,N/A Calculation,Water,33.90492,-96.665033
18580,P030455,10/21/04,280,370,MINIMUM SAMPLE LENGTH IN A COMPOSITE IN MM,MM,Other,N/A Calculation,Water,33.90492,-96.665033
18641,P030456,10/21/04,39105,1,PERCENT FAT HEXANE EXTRACTION (LIPID),%,Other,N/A Calculation,Water,33.90492,-96.665033
18644,P030455,10/21/04,39307,0.005,"O,P' DDT IN TISSUE, WET WEIGHT (MG/KG)",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18639,P030456,10/21/04,39066,0.005,"CHLORDANE-TRANS ISOMER,TISSUE WET WT (UG/G)",UG/G,Biological,N/A Calculation,Water,33.90492,-96.665033
18596,P030455,10/21/04,20268,0.005,"PCB CONGENER #66, TISSUE, WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18640,P030455,10/21/04,39105,1,PERCENT FAT HEXANE EXTRACTION (LIPID),%,Other,N/A Calculation,Water,33.90492,-96.665033
18598,P030455,10/21/04,20269,0.005,"PCB CONGENER #77, TISSUE, WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18599,P030456,10/21/04,20269,0.005,"PCB CONGENER #77, TISSUE, WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18600,P030455,10/21/04,20270,0.005,"PCB CONGENER #101, TISSUE, WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18601,P030456,10/21/04,20270,0.005,"PCB CONGENER #101, TISSUE, WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18602,P030455,10/21/04,20271,0.005,"PCB CONGENER #105, TISSUE, WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18603,P030456,10/21/04,20271,0.005,"PCB CONGENER #105, TISSUE, WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18604,P030455,10/21/04,20272,0.005,"PCB CONGENER #118, TISSUE,  WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18605,P030456,10/21/04,20272,0.005,"PCB CONGENER #118, TISSUE,  WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18606,P030455,10/21/04,20273,0.005,"PCB CONGENER #126, TISSUE,  WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18607,P030456,10/21/04,20273,0.005,"PCB CONGENER #126, TISSUE,  WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16345,P030456,10/21/04,74995,87,"ANATOMICAL PART, USE EPA STORET NUMERIC CODE",NS,Other,N/A Calculation,Water,33.90492,-96.665033
18634,P030455,10/21/04,34365,0.005,"ENDOSULFAN, ALPHA  WET WTTISMG/KG",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18595,P030456,10/21/04,20267,0.005,"PCB CONGENER #52, TISSUE, WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18633,P030456,10/21/04,34360,0.005,"ENDOSULFAN,BETA TISSUE, WET WEIGHT, MG/KG",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18631,P030456,10/21/04,34355,0.005,"ENDOSULFAN SULFATE, TISSUE, WET WEIGHT, MG/KG",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18630,P030455,10/21/04,34355,0.005,"ENDOSULFAN SULFATE, TISSUE, WET WEIGHT, MG/KG",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18629,P030456,10/21/04,20284,0.005,"TRANS NANOCHLOR, TISSUE, GC-MS, WET WT, MG/KG",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18628,P030455,10/21/04,20284,0.005,"TRANS NANOCHLOR, TISSUE, GC-MS, WET WT, MG/KG",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18627,P030456,10/21/04,20283,0.005,"CIS NANOCHLOR, TISSUE, GC-MS, WET WT, MG/KG",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18611,P030456,10/21/04,20275,0.005,"PCB CONGENER #138, TISSUE,  WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18626,P030455,10/21/04,20283,0.005,"CIS NANOCHLOR, TISSUE, GC-MS, WET WT, MG/KG",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16348,P030455,10/21/04,81614,3,NUMBER OF INDIVIDUALS IN COMPOSITE TISSUE SAMPLE,NU,Other,N/A Calculation,Water,33.90492,-96.665033
16349,P030456,10/21/04,81614,3,NUMBER OF INDIVIDUALS IN COMPOSITE TISSUE SAMPLE,NU,Other,N/A Calculation,Water,33.90492,-96.665033
18610,P030455,10/21/04,20275,0.005,"PCB CONGENER #138, TISSUE,  WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18609,P030456,10/21/04,20274,0.005,"PCB CONGENER #128, TISSUE,  WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18608,P030455,10/21/04,20274,0.005,"PCB CONGENER #128, TISSUE,  WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16352,P030455,10/21/04,81615,1,NUMBER OF SPECIES IN COMPOSITE TISSUE SAMPLE,NU,Other,N/A Calculation,Water,33.90492,-96.665033
16353,P030456,10/21/04,81615,1,NUMBER OF SPECIES IN COMPOSITE TISSUE SAMPLE,NU,Other,N/A Calculation,Water,33.90492,-96.665033
18632,P030455,10/21/04,34360,0.005,"ENDOSULFAN,BETA TISSUE, WET WEIGHT, MG/KG",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18594,P030455,10/21/04,20267,0.005,"PCB CONGENER #52, TISSUE, WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18597,P030456,10/21/04,20268,0.005,"PCB CONGENER #66, TISSUE, WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18613,P030456,10/21/04,20276,0.005,"PCB CONGENER #153, TISSUE,  WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18638,P030455,10/21/04,39066,0.005,"CHLORDANE-TRANS ISOMER,TISSUE WET WT (UG/G)",UG/G,Biological,N/A Calculation,Water,33.90492,-96.665033
18637,P030456,10/21/04,39063,0.005,"CHLORDANE-CIS ISOMER,TISSUE WET WT (UG/G)",UG/G,Biological,N/A Calculation,Water,33.90492,-96.665033
18636,P030455,10/21/04,39063,0.005,"CHLORDANE-CIS ISOMER,TISSUE WET WT (UG/G)",UG/G,Biological,N/A Calculation,Water,33.90492,-96.665033
16275,P030456,10/21/04,1004,0.3,ARSENIC TOTAL IN FISH OR ANIMAL WET WT (MG/KG),MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16274,P030455,10/21/04,1004,0.3,ARSENIC TOTAL IN FISH OR ANIMAL WET WT (MG/KG),MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18622,P030455,10/21/04,20281,0.005,"PCB CONGENER #206, TISSUE,  WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18621,P030456,10/21/04,20280,0.005,"PCB CONGENER #195, TISSUE,  WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18635,P030456,10/21/04,34365,0.005,"ENDOSULFAN, ALPHA  WET WTTISMG/KG",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18620,P030455,10/21/04,20280,0.005,"PCB CONGENER #195, TISSUE,  WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18619,P030456,10/21/04,20279,0.005,"PCB CONGENER #187, TISSUE,  WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18618,P030455,10/21/04,20279,0.005,"PCB CONGENER #187, TISSUE,  WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18612,P030455,10/21/04,20276,0.005,"PCB CONGENER #153, TISSUE,  WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18584,P030455,10/21/04,1069,0.2,"NICKEL, TOTAL IN FISH OR ANIMALS-WET WT. MG/KG",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16332,P030455,10/21/04,71939,0.05,"CHROMIUM,TOT IN FISH OR ANIMALS-WET WEIGHT BASIS",UG/G,Biological,N/A Calculation,Water,33.90492,-96.665033
16333,P030456,10/21/04,71939,0.05,"CHROMIUM,TOT IN FISH OR ANIMALS-WET WEIGHT BASIS",UG/G,Biological,N/A Calculation,Water,33.90492,-96.665033
16329,P030456,10/21/04,71937,0.48,"COPPER,TOTAL IN FISH OR ANIMALS-WET WEIGHT BASIS",UG/G,Biological,N/A Calculation,Water,33.90492,-96.665033
16337,P030456,10/21/04,71940,0.03,"CADMIUM,TOTAL IN FISH OR ANIMAL-WET WEIGHT BASIS",UG/G,Biological,N/A Calculation,Water,33.90492,-96.665033
18593,P030456,10/21/04,20266,0.005,"PCB CONGENER #44, TISSUE, WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18614,P030455,10/21/04,20277,0.005,"PCB CONGENER #170, TISSUE,  WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16336,P030455,10/21/04,71940,0.03,"CADMIUM,TOTAL IN FISH OR ANIMAL-WET WEIGHT BASIS",UG/G,Biological,N/A Calculation,Water,33.90492,-96.665033
18615,P030456,10/21/04,20277,0.005,"PCB CONGENER #170, TISSUE,  WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18616,P030455,10/21/04,20278,0.005,"PCB CONGENER #180, TISSUE,  WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
18617,P030456,10/21/04,20278,0.005,"PCB CONGENER #180, TISSUE,  WET WT, MG/KG, GC-MS",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16279,P030456,10/21/04,1149,0.53,"SELENIUM, TOTAL IN FISH OR ANIMALS WET WT MG/KG",MG/KG,Biological,N/A Calculation,Water,33.90492,-96.665033
16341,P030456,10/21/04,74990,12,"FISH SPECIES, USE EPA STORET NUMERIC CODE",NS,Other,N/A Calculation,Water,33.90492,-96.665033
16340,P030455,10/21/04,74990,31,"FISH SPECIES, USE EPA STORET NUMERIC CODE",NS,Other,N/A Calculation,Water,33.90492,-96.665033
16344,P030455,10/21/04,74995,87,"ANATOMICAL PART, USE EPA STORET NUMERIC CODE",NS,Other,N/A Calculation,Water,33.90492,-96.665033
16935,RR21289,1/13/05,335,18,"CHEMICAL OXYGEN DEMAND, .025N K2CR2O7 (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
8277,RR21291,1/13/05,10,9.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
17550,RR21288,1/13/05,82079,4.6,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,Water,33.90492,-96.665033
8276,RR21290,1/13/05,10,9.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
9932,RR21288,1/13/05,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
8275,RR21289,1/13/05,10,9.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
14317,RR21291,1/13/05,680,4.4,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
17553,RR21291,1/13/05,82079,16,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,Water,33.90492,-96.665033
16934,RR21288,1/13/05,335,11,"CHEMICAL OXYGEN DEMAND, .025N K2CR2O7 (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9933,RR21289,1/13/05,610,0.09,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
17551,RR21289,1/13/05,82079,40.3,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,Water,33.90492,-96.665033
